년월일,호기,설비용량(kW),총량(kWh),평균(kWh),0-1시 발전량(kWh),1-2시 발전량(kWh),2-3시 발전량(kWh),3-4시 발전량(kWh),4-5시 발전량(kWh),5-6시 발전량(kWh),6-7시 발전량(kWh),7-8시 발전량(kWh),8-9시 발전량(kWh),9-10시 발전량(kWh),10-11시 발전량(kWh),11-12시 발전량(kWh),12-13시 발전량(kWh),13-14시 발전량(kWh),14-15시 발전량(kWh),15-16시 발전량(kWh),16-17시 발전량(kWh),17-18시 발전량(kWh),18-19시 발전량(kWh),19-20시 발전량(kWh),20-21시 발전량(kWh),21-22시 발전량(kWh),22-23시 발전량(kWh),23-24시 발전량(kWh)
2025-04-19,(신재생) (하동) 익산 다송리 태양광,893,3538411,,0,0,0,0,0,0,28203,147524,335545,509103,606729,686277,364472,457759,155479,123660,86056,33265,4339,0,0,0,0,0
2025-04-20,(신재생) (하동) 익산 다송리 태양광,893,3504422,,0,0,0,0,0,0,2893,27480,61468,181513,265399,263229,488855,496086,647226,494640,362302,175727,37604,0,0,0,0,0
2025-04-21,(신재생) (하동) 익산 다송리 태양광,893,4547217,,0,0,0,0,0,0,15186,99796,273354,454143,631317,637825,595159,383997,506934,501148,243704,165603,39051,0,0,0,0,0
2025-04-22,(신재생) (하동) 익산 다송리 태양광,893,951675,,0,0,0,0,0,0,2893,19525,27480,44113,38327,92564,138123,169219,100519,85333,134507,70869,28203,0,0,0,0,0
2025-04-23,(신재생) (하동) 익산 다송리 태양광,893,4207332,,0,0,0,0,0,0,22418,72316,146801,378935,513442,476561,510549,423047,559001,502595,376765,185128,39051,723,0,0,0,0
2025-04-24,(신재생) (하동) 익산 다송리 태양광,893,5063552,,0,0,0,0,0,0,26034,169219,368811,529352,636379,679768,650119,639272,519227,383274,275523,147524,38327,723,0,0,0,0
2025-04-25,(신재생) (하동) 익산 다송리 태양광,893,5895907,,0,0,0,0,0,0,27480,146078,370257,550323,671814,735452,772333,754254,677599,559724,393398,198145,38327,723,0,0,0,0
2025-04-26,(신재생) (하동) 익산 다송리 태양광,893,5829375,,0,0,0,0,0,0,35435,183682,383997,546707,666028,734005,747022,728943,655904,540199,378212,188021,40497,723,0,0,0,0
2025-04-27,(신재생) (하동) 익산 다송리 태양광,893,1684958,,0,0,0,0,0,723,33988,180066,316020,483793,617577,52791,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-28,(신재생) (하동) 익산 다송리 태양광,893,4776459,,0,0,0,0,0,0,0,0,0,63638,664582,728220,749915,736898,662413,548877,383274,193083,44836,723,0,0,0,0
2025-04-29,(신재생) (하동) 익산 다송리 태양광,893,5801896,,0,0,0,0,0,723,37604,191637,392675,552493,664582,731113,744129,718096,644334,531521,363025,186575,42666,723,0,0,0,0
2025-04-30,(신재생) (하동) 익산 다송리 태양광,893,5721625,,0,0,0,0,0,723,39051,188744,383997,543815,657351,723158,739067,710864,635656,516335,358686,180066,42666,1446,0,0,0,0
2025-05-01,(신재생) (하동) 익산 다송리 태양광,893,1350859,,0,0,0,0,0,1446,43389,161264,318913,222733,138123,249489,12294,48452,42666,21695,23864,49898,16633,0,0,0,0,0
2025-05-02,(신재생) (하동) 익산 다송리 태양광,893,4921089,,0,0,0,0,0,1446,38327,202484,410754,567679,692062,751361,755700,726774,472945,159095,52791,65807,23141,723,0,0,0,0
2025-05-03,(신재생) (하동) 익산 다송리 태양광,893,1888888,,0,0,0,0,0,0,0,6508,11571,13740,18079,49898,151863,462821,545984,347839,117875,101965,59299,1446,0,0,0,0
2025-05-04,(신재생) (하동) 익산 다송리 태양광,893,5987746,,0,0,0,0,0,2169,46282,199592,406415,562617,670367,737621,762932,741960,666028,550323,391228,201038,47728,1446,0,0,0,0
2025-05-05,(신재생) (하동) 익산 다송리 태양광,893,1813679,,0,0,0,0,0,2169,46282,145355,287094,324698,312404,138123,172835,148247,70146,57129,67977,32542,8678,0,0,0,0,0
2025-05-06,(신재생) (하동) 익산 다송리 태양광,893,3076312,,0,0,0,0,0,723,21695,94734,222009,378935,432448,370980,316743,198868,279139,272631,266845,170665,47728,2169,0,0,0,0
2025-05-07,(신재생) (하동) 익산 다송리 태양광,893,5631229,,0,0,0,0,0,2169,45559,202484,403522,537306,650842,729666,734005,663859,553939,507657,361579,186575,50621,1446,0,0,0,0
2025-05-08,(신재생) (하동) 익산 다송리 태양광,893,5275437,,0,0,0,0,0,2169,54960,196699,384720,540922,648673,708695,690616,672537,546707,421601,234303,141739,31096,0,0,0,0,0
2025-05-09,(신재생) (하동) 익산 다송리 태양광,893,778842,,0,0,0,0,0,0,9401,36881,48452,41943,113536,119321,104858,101242,70869,31096,45559,39051,16633,0,0,0,0,0
2025-05-10,(신재생) (하동) 익산 다송리 태양광,893,674707,,0,0,0,0,0,0,723,16633,23141,58576,66531,70869,102688,94011,145355,49175,28926,13017,5062,0,0,0,0,0
2025-05-11,(신재생) (하동) 익산 다송리 태양광,893,4313638,,0,0,0,0,0,1446,31096,99073,240812,288540,406415,522843,520674,569125,582865,475115,340607,182236,49898,2893,0,0,0,0
2025-05-12,(신재생) (하동) 익산 다송리 태양광,893,5705716,,0,0,0,0,0,2893,52067,193083,380381,532244,647949,717373,727497,697847,629871,514888,365195,191637,49898,2893,0,0,0,0
2025-05-13,(신재생) (하동) 익산 다송리 태양광,893,4973158,,0,0,0,0,0,4339,46282,193806,364472,507657,593713,607453,542368,496086,619746,470053,287817,186575,48452,4339,0,0,0,0
2025-05-14,(신재생) (하동) 익산 다송리 태양광,893,5456949,,0,0,0,0,0,3616,44836,201038,390505,537306,642164,706525,702186,666752,463544,498256,365918,180066,50621,3616,0,0,0,0
2025-05-15,(신재생) (하동) 익산 다송리 태양광,893,2581673,,0,0,0,0,0,0,2169,31819,55683,130892,352178,290709,371703,458482,271184,306619,222733,70869,16633,0,0,0,0,0
2025-05-16,(신재생) (하동) 익산 다송리 태양광,893,1099923,,0,0,0,0,0,723,18802,53514,76655,127276,198868,180066,166326,133061,54960,34712,34712,18802,1446,0,0,0,0,0
2025-05-17,(신재생) (하동) 익산 다송리 태양광,893,4526969,,0,0,0,0,0,7232,55683,201038,304449,352901,501872,454143,661689,640718,575634,465714,206100,85333,14463,0,0,0,0,0
2025-05-18,(신재생) (하동) 익산 다송리 태양광,893,1353752,,0,0,0,0,0,2169,35435,162711,339884,362302,451251,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-19,(신재생) (하동) 익산 다송리 태양광,893,1313978,,0,0,0,0,0,0,0,0,0,57129,354347,241535,148971,62915,87502,90395,120767,114259,33265,2893,0,0,0,0
2025-05-20,(신재생) (하동) 익산 다송리 태양광,893,4246382,,0,0,0,0,0,1446,18802,72316,147524,266122,424494,442573,490301,673260,606729,505487,359409,173558,57129,7232,0,0,0,0
2025-05-21,(신재생) (하동) 익산 다송리 태양광,893,3583971,,0,0,0,0,0,2893,52067,208993,329760,448358,588651,476561,357963,247320,289263,248766,155479,111366,57853,8678,0,0,0,0
2025-05-22,(신재생) (하동) 익산 다송리 태양광,893,1796324,,0,0,0,0,0,5062,55683,133061,106304,131615,131615,162711,342777,242258,169219,116428,84609,85333,27480,2169,0,0,0,0
2025-05-23,(신재생) (하동) 익산 다송리 태양광,893,2633017,,0,0,0,0,0,723,46282,91118,142462,243704,277693,448358,299387,303726,298664,268292,124383,58576,28926,723,0,0,0,0
2025-05-24,(신재생) (하동) 익산 다송리 태양광,893,1543943,,0,0,0,0,0,723,11571,52791,101242,198145,167773,142462,187298,141739,102688,205377,108474,68700,49898,5062,0,0,0,0
2025-05-25,(신재생) (하동) 익산 다송리 태양광,893,5643525,,0,0,0,0,0,6508,58576,205377,376765,522120,634933,691339,707972,694232,623362,509103,355071,190914,61468,5785,0,0,0,0
2025-05-26,(신재생) (하동) 익산 다송리 태양광,893,5279054,,0,0,0,0,0,3616,49175,119321,245874,506211,594436,715203,718096,684831,584312,473668,335545,182959,60022,5785,0,0,0,0
2025-05-27,(신재생) (하동) 익산 다송리 태양광,893,5271822,,0,0,0,0,0,7232,61468,191637,360856,504041,608176,658797,671814,642887,577080,453420,301557,168496,58576,5785,0,0,0,0
2025-05-28,(신재생) (하동) 익산 다송리 태양광,893,5307254,,0,0,0,0,0,5785,58576,181513,332653,483069,595882,661689,679045,654458,583588,481623,337715,185128,60022,6508,0,0,0,0
2025-05-29,(신재생) (하동) 익산 다송리 태양광,893,5445379,,0,0,0,0,0,5785,60745,196699,360856,508380,605283,669644,690616,659520,572741,497533,361579,190191,59299,6508,0,0,0,0
2025-05-30,(신재생) (하동) 익산 다송리 태양광,893,4996298,,0,0,0,0,0,8678,73039,180066,325421,457036,563340,615407,634933,625532,527905,432448,318189,164880,62192,7232,0,0,0,0
2025-05-31,(신재생) (하동) 익산 다송리 태양광,893,4035223,,0,0,0,0,0,10124,75932,237919,304449,334822,410031,521397,453420,461375,429556,329760,232134,159818,66531,7955,0,0,0,0
2025-06-01,(신재생) (하동) 익산 다송리 태양광,893,5142377,,0,0,0,0,0,7232,75208,199592,350732,488855,594436,653735,663136,641441,502595,436787,285647,177174,60745,5062,0,0,0,0
2025-06-02,(신재생) (하동) 익산 다송리 태양광,893,1936616,,0,0,0,0,0,0,21695,82440,148247,165603,257444,242258,276969,259614,230687,127999,68700,41943,11571,1446,0,0,0,0
2025-06-03,(신재생) (하동) 익산 다송리 태양광,893,5549514,,0,0,0,0,0,723,65084,187298,349285,498979,608899,690616,712311,697124,622639,450527,371703,219117,67254,7955,0,0,0,0
2025-06-04,(신재생) (하동) 익산 다송리 태양광,893,5794662,,0,0,0,0,0,5785,57129,209716,387613,531521,642887,706525,718096,707248,632763,527905,381827,216947,62192,6508,0,0,0,0
2025-06-05,(신재생) (하동) 익산 다송리 태양광,893,5519863,,0,0,0,0,0,6508,57853,213332,389782,532967,635656,689169,715203,649396,606729,431002,313127,198145,71593,9401,0,0,0,0
2025-06-06,(신재생) (하동) 익산 다송리 태양광,893,4158882,,0,0,0,0,0,2893,52067,141739,329760,389782,589374,520674,598052,414369,217671,355071,260337,224902,52067,10124,0,0,0,0
2025-06-07,(신재생) (하동) 익산 다송리 태양광,893,5220477,,0,0,0,0,0,2169,59299,194529,369534,515612,619023,668198,681938,657351,535860,415093,291433,142462,61468,6508,0,0,0,0
2025-06-08,(신재생) (하동) 익산 다송리 태양광,893,4373658,,0,0,0,0,0,1446,39051,147524,265399,394121,486685,620469,332653,417985,556108,490301,347839,195976,68700,9401,0,0,0,0
2025-06-09,(신재생) (하동) 익산 다송리 태양광,893,4869022,,0,0,0,0,0,5785,49175,122214,229964,480900,553939,590820,531521,648673,542368,490301,346393,201761,68700,6508,0,0,0,0
2025-06-10,(신재생) (하동) 익산 다송리 태양광,893,4247827,,0,0,0,0,0,6508,37604,101242,226348,413646,530075,505487,505487,482346,422324,431725,266122,208993,92564,17356,0,0,0,0
2025-06-11,(신재생) (하동) 익산 다송리 태양광,893,5598687,,0,0,0,0,0,7232,55683,205377,376042,524289,629147,693508,697847,679045,600944,478007,365918,206823,66531,12294,0,0,0,0
2025-06-12,(신재생) (하동) 익산 다송리 태양광,893,4941340,,0,0,0,0,0,7232,58576,167773,305173,401353,438234,603837,671814,681938,606729,483793,310235,134507,61468,8678,0,0,0,0
2025-06-13,(신재생) (하동) 익산 다송리 태양광,893,1183810,,0,0,0,0,0,1446,33988,58576,99073,141016,143908,150417,209716,163434,69423,46282,36881,26757,2893,0,0,0,0,0
2025-06-14,(신재생) (하동) 익산 다송리 태양광,893,3440063,,0,0,0,0,0,0,9401,57853,87502,155479,206100,509826,493194,329037,561171,487408,294325,173558,62915,12294,0,0,0,0
2025-06-15,(신재생) (하동) 익산 다송리 태양광,893,4862514,,0,0,0,0,0,7232,60022,197422,365195,509103,597328,653012,606006,480177,529352,419432,237919,157648,41220,1446,0,0,0,0
2025-06-16,(신재생) (하동) 익산 다송리 태양광,893,2550577,,0,0,0,0,0,0,5062,18802,24587,59299,74485,424494,473668,495363,374596,233580,219840,115705,23864,7232,0,0,0,0
2025-06-17,(신재생) (하동) 익산 다송리 태양광,893,3936148,,0,0,0,0,0,0,3616,26757,81717,188744,297941,446188,634209,633486,533691,452697,331929,218394,77378,9401,0,0,0,0
2025-06-18,(신재생) (하동) 익산 다송리 태양광,893,5349922,,0,0,0,0,0,2893,60022,186575,341331,496809,596605,650119,669644,647949,582865,486685,352178,205377,62915,7955,0,0,0,0
2025-06-19,(신재생) (하동) 익산 다송리 태양광,893,4200102,,0,0,0,0,0,7955,67977,220563,277693,339161,590097,586481,416539,509826,290709,308788,337715,181513,52791,12294,0,0,0,0
2025-06-20,(신재생) (하동) 익산 다송리 태양광,893,666028,,0,0,0,0,0,723,15909,47728,82440,99073,56406,48452,120767,40497,50621,44836,32542,20972,5062,0,0,0,0,0
2025-06-21,(신재생) (하동) 익산 다송리 태양광,893,548876,,0,0,0,0,0,723,10124,16633,26034,33988,47728,38327,63638,64361,60022,67254,58576,47005,14463,0,0,0,0,0
2025-06-22,(신재생) (하동) 익산 다송리 태양광,893,5333288,,0,0,0,0,0,3616,36881,147524,227072,441849,605283,616854,697847,694955,628424,527905,390505,229241,75208,10124,0,0,0,0
2025-06-23,(신재생) (하동) 익산 다송리 태양광,893,5524205,,0,0,0,0,0,3616,44113,119321,336992,522843,620469,681938,699294,676876,617577,517058,379658,220563,75932,7955,0,0,0,0
2025-06-24,(신재생) (하동) 익산 다송리 태양광,893,1466565,,0,0,0,0,0,2893,60022,99073,166326,155479,207546,136677,219117,108474,109197,56406,38327,40497,54960,11571,0,0,0,0
2025-06-25,(신재생) (하동) 익산 다송리 태양광,893,1852009,,0,0,0,0,0,0,7955,33988,30373,41943,72316,113536,163434,296495,344946,376042,172835,127999,66531,3616,0,0,0,0
2025-06-26,(신재생) (하동) 익산 다송리 태양광,893,4628936,,0,0,0,0,0,2169,26757,85333,229241,382551,422324,526459,700017,581419,497533,509826,355071,217671,80271,12294,0,0,0,0
2025-06-27,(신재생) (하동) 익산 다송리 태양광,893,4790919,,0,0,0,0,0,2169,33988,173558,243704,385443,505487,628424,470776,651565,572018,494640,344946,200315,73039,10847,0,0,0,0
2025-06-28,(신재생) (하동) 익산 다송리 태양광,893,4092350,,0,0,0,0,0,0,41943,124383,256721,315297,272631,325421,474392,601667,595882,413646,367364,216947,80271,5785,0,0,0,0
2025-06-29,(신재생) (하동) 익산 다송리 태양광,893,5146713,,0,0,0,0,0,6508,45559,187298,311681,472222,556108,541645,646503,652288,558278,496809,366641,221286,71593,12294,0,0,0,0
2025-06-30,(신재생) (하동) 익산 다송리 태양광,893,4788751,,0,0,0,0,0,5062,38327,165603,356517,379658,504764,590097,652288,619023,441849,397014,364472,203931,60745,9401,0,0,0,0
2025-07-01,(신재생) (하동) 익산 다송리 태양광,893,3726434,,0,0,0,0,0,4339,44113,109920,218394,318913,402076,402076,289263,501148,376042,361579,400629,222733,67254,7955,0,0,0,0
2025-07-02,(신재생) (하동) 익산 다송리 태양광,893,4712098,,0,0,0,0,0,4339,38327,167773,301557,373873,522843,535137,404245,637102,594436,501872,378212,155479,79547,17356,0,0,0,0
2025-07-03,(신재생) (하동) 익산 다송리 태양광,893,4591329,,0,0,0,0,0,3616,46282,161264,224179,335545,501872,488132,513442,597328,537306,465714,398460,222009,86056,10124,0,0,0,0
2025-07-04,(신재생) (하동) 익산 다송리 태양광,893,3830568,,0,0,0,0,0,5785,49175,178620,228518,320359,397737,478731,360856,483793,267568,399906,344223,233580,73762,7955,0,0,0,0
2025-07-05,(신재생) (하동) 익산 다송리 태양광,893,4751146,,0,0,0,0,0,2893,40497,159095,198145,291433,459205,571295,634209,611068,578526,514165,367364,225625,83886,13740,0,0,0,0
2025-07-06,(신재생) (하동) 익산 다송리 태양광,893,4027267,,0,0,0,0,0,4339,44113,118598,148247,316020,425217,519951,491747,509826,385443,374596,359409,232134,86056,11571,0,0,0,0
2025-07-07,(신재생) (하동) 익산 다송리 태양광,893,4877700,,0,0,0,0,0,4339,57129,122937,224179,347116,485239,604560,652288,668198,610345,433172,367364,211885,76655,12294,0,0,0,0
2025-07-08,(신재생) (하동) 익산 다송리 태양광,893,3591927,,0,0,0,0,0,3616,50621,154033,300111,451974,559724,634933,519227,460652,258167,35435,67254,63638,26757,5785,0,0,0,0
2025-07-09,(신재생) (하동) 익산 다송리 태양광,893,5330398,,0,0,0,0,0,2893,45559,168496,338438,479454,581419,642164,663859,652288,590097,498256,370980,217671,69423,9401,0,0,0,0
2025-07-10,(신재생) (하동) 익산 다송리 태양광,893,5425130,,0,0,0,0,0,3616,44836,175004,347116,492471,620469,654458,673983,656627,596605,502595,364472,211885,70146,10847,0,0,0,0
2025-07-11,(신재생) (하동) 익산 다송리 태양광,893,5424407,,0,0,0,0,0,5062,49898,174281,345669,493194,598775,662413,679768,658797,600944,502595,363025,208269,71593,10124,0,0,0,0
2025-07-12,(신재생) (하동) 익산 다송리 태양광,893,5381740,,0,0,0,0,0,5785,54960,128722,344946,504764,488132,700017,688446,660243,601667,510549,378212,223456,76655,15186,0,0,0,0
2025-07-13,(신재생) (하동) 익산 다송리 태양광,893,1673386,,0,0,0,0,0,1446,57129,116428,205377,311681,253828,163434,94734,188021,96180,79547,48452,43389,12294,1446,0,0,0,0
2025-07-14,(신재생) (하동) 익산 다송리 태양광,893,3691721,,0,0,0,0,0,3616,52067,117152,253105,229241,452697,486685,659520,694232,559001,74485,41943,25311,41220,1446,0,0,0,0
2025-07-15,(신재생) (하동) 익산 다송리 태양광,893,2439211,,0,0,0,0,0,2169,19525,81717,160541,258891,305896,142462,97626,129445,257444,456313,318913,138123,57129,13017,0,0,0,0
2025-07-16,(신재생) (하동) 익산 다송리 태양광,893,522843,,0,0,0,0,0,0,10124,62915,30373,37604,88225,96180,83886,58576,33265,7955,5785,7232,723,0,0,0,0,0
2025-07-17,(신재생) (하동) 익산 다송리 태양광,893,260337,,0,0,0,0,0,0,14463,33988,11571,7955,23864,75208,49175,18802,7955,5785,7232,4339,0,0,0,0,0,0
2025-07-18,(신재생) (하동) 익산 다송리 태양광,893,2076912,,0,0,0,0,0,723,32542,91118,223456,323252,154033,442573,182236,237196,215501,88225,44113,35435,3616,2893,0,0,0,0
2025-07-19,(신재생) (하동) 익산 다송리 태양광,893,1275649,,0,0,0,0,0,0,7232,0,723,1446,1446,23864,62192,174281,185852,368087,203207,152586,88225,6508,0,0,0,0
2025-07-20,(신재생) (하동) 익산 다송리 태양광,893,4263739,,0,0,0,0,0,723,26757,113536,331206,350732,593713,522120,612515,385443,558278,345669,201038,183682,28926,9401,0,0,0,0
2025-07-21,(신재생) (하동) 익산 다송리 태양광,893,4443083,,0,0,0,0,0,1446,35435,160541,190191,455589,457036,360856,572018,565509,579973,604560,227795,140293,59299,32542,0,0,0,0
2025-07-22,(신재생) (하동) 익산 다송리 태양광,893,5164071,,0,0,0,0,0,1446,32542,165603,340607,491747,491024,630594,650842,636379,539476,506211,397737,217671,53514,8678,0,0,0,0
2025-07-23,(신재생) (하동) 익산 다송리 태양광,893,4779351,,0,0,0,0,0,1446,39051,123660,314574,445465,506934,581419,582865,545261,543092,422324,375319,222733,70869,4339,0,0,0,0
2025-07-24,(신재생) (하동) 익산 다송리 태양광,893,5034627,,0,0,0,0,0,723,28926,159818,316020,474392,506211,644334,462098,671814,602391,516335,372426,204654,65807,8678,0,0,0,0
2025-07-25,(신재생) (하동) 익산 다송리 태양광,893,5349199,,0,0,0,0,0,1446,39051,155479,334099,480177,590820,657351,673260,660966,594436,501148,368811,211885,70869,9401,0,0,0,0
2025-07-26,(신재생) (하동) 익산 다송리 태양광,893,5072229,,0,0,0,0,0,723,31096,163434,254552,458482,612515,661689,665305,612515,527905,523566,357963,122214,75208,5062,0,0,0,0
2025-07-27,(신재생) (하동) 익산 다송리 태양광,893,5229877,,0,0,0,0,0,723,28203,161987,342777,485962,573464,648673,667475,650842,587927,503318,274077,204654,88948,10847,0,0,0,0
2025-07-28,(신재생) (하동) 익산 다송리 태양광,893,4741747,,0,0,0,0,0,1446,32542,154756,324698,461375,575634,540199,516335,501872,510549,491024,360133,201038,63638,6508,0,0,0,0
2025-07-29,(신재생) (하동) 익산 다송리 태양광,893,4790920,,0,0,0,0,0,723,33988,154756,323975,479454,495363,548877,697847,630594,487408,347116,362302,167049,52067,9401,0,0,0,0
2025-07-30,(신재생) (하동) 익산 다송리 태양광,893,4861066,,0,0,0,0,0,723,45559,176451,274800,471499,582865,645780,687000,610345,481623,480177,256721,107027,38327,2169,0,0,0,0
2025-07-31,(신재생) (하동) 익산 다송리 태양광,893,4882763,,0,0,0,0,0,0,25311,94734,152586,312404,527905,635656,734728,672537,600221,507657,378935,187298,49898,2893,0,0,0,0
2025-08-01,(신재생) (하동) 익산 다송리 태양광,893,5114896,,0,0,0,0,0,723,26034,153309,329760,462821,572018,643611,652288,592989,582142,493917,360133,204654,36881,3616,0,0,0,0
2025-08-02,(신재생) (하동) 익산 다송리 태양광,893,4719329,,0,0,0,0,0,723,36158,136677,321082,308065,509103,626255,616854,599498,589374,466437,320359,126553,55683,6508,0,0,0,0
2025-08-03,(신재생) (하동) 익산 다송리 태양광,893,968309,,0,0,0,0,0,0,11571,76655,132338,159818,111366,101242,109920,156925,94011,9401,2893,1446,723,0,0,0,0,0
2025-08-04,(신재생) (하동) 익산 다송리 태양광,893,4190700,,0,0,0,0,0,0,1446,61468,232857,288540,393398,564063,532967,639272,484516,368811,322528,219117,77378,4339,0,0,0,0
2025-08-05,(신재생) (하동) 익산 다송리 태양광,893,4840095,,0,0,0,0,0,723,30373,143908,303726,476561,449804,501872,637825,641441,592989,442573,376765,202484,36158,2893,0,0,0,0
2025-08-06,(신재생) (하동) 익산 다송리 태양광,893,2172366,,0,0,0,0,0,0,12294,90395,159095,141739,235026,243704,392675,289263,216224,180066,123660,67977,20248,0,0,0,0,0
2025-08-07,(신재생) (하동) 익산 다송리 태양광,893,4412712,,0,0,0,0,0,0,27480,124383,182236,393398,323252,506934,531521,653012,519951,474392,370257,222733,76655,6508,0,0,0,0
2025-08-08,(신재생) (하동) 익산 다송리 태양광,893,977709,,0,0,0,0,0,1446,33988,200315,391952,350008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
